item_id,Title,Director,Stars,IMDB,Category,Duration,Censor,Released,videoID,thumbnail,Final Emotion
335,The Bourne Identity,DougLiman,"FrankaPotente, MattDamon, ChrisCooper, CliveOwen",7.9,"Action,Mystery,Thriller",119min,UA,2002,FpKaB5dvQ4g,https://img.youtube.com/vi/FpKaB5dvQ4g/maxresdefault.jpg,Angry
336,Remember the Titans,BoazYakin,"DenzelWashington, WillPatton, WoodHarris, RyanHurst",7.8,"Biography,Drama,Sport",113min,U,2000,35MvdHBWjwU,https://img.youtube.com/vi/35MvdHBWjwU/maxresdefault.jpg,Neutral
337,Road to Perdition,SamMendes,"TomHanks, TylerHoechlin, RobMaxey, LiamAiken",7.7,"Crime,Drama,Thriller",117min,A,2002,Ueiz4dCUp00,https://img.youtube.com/vi/Ueiz4dCUp00/maxresdefault.jpg,Angry
338,The Machinist,BradAnderson,"ChristianBale, JenniferJasonLeigh, AitanaSánchez-Gijón, JohnSharian",7.7,"Drama,Thriller",101min,R,2004,x5JwTle0PFM,https://img.youtube.com/vi/x5JwTle0PFM/maxresdefault.jpg,Sad
339,Coraline,HenrySelick,"DakotaFanning, TeriHatcher, JohnHodgman, JenniferSaunders",7.7,"Animation,Drama,Family",100min,U,2009,CmMO42bOTZ4,https://img.youtube.com/vi/CmMO42bOTZ4/maxresdefault.jpg,Happy
340,The Blues Brothers,JohnLandis,"JohnBelushi, DanAykroyd, CabCalloway, JohnCandy",7.9,"Action,Adventure,Comedy",133min,U,1980,EHV0zs0kVGg,https://img.youtube.com/vi/EHV0zs0kVGg/maxresdefault.jpg,Angry
341,Beauty and the Beast,"GaryTrousdale,",", ""PaigeOHara,"", RobbyBenson, JesseCorti, RexEverhart",8,"Animation,Family,Fantasy",84min,U,1991,axySrE0Kg6k,https://img.youtube.com/vi/axySrE0Kg6k/maxresdefault.jpg,Happy
342,Blood Diamond,EdwardZwick,"LeonardoDiCaprio, DjimonHounsou, JenniferConnelly, KagisoKuypers",8,"Adventure,Drama,Thriller",143min,A,2006,yknIZsvQjG4,https://img.youtube.com/vi/yknIZsvQjG4/maxresdefault.jpg,Sad
343,District 9,NeillBlomkamp,"SharltoCopley, DavidJames, JasonCope, NathalieBoltt",7.9,"Action,Sci-Fi,Thriller",112min,A,2009,DyLUwOcR5pk,https://img.youtube.com/vi/DyLUwOcR5pk/maxresdefault.jpg,Angry
344,My Cousin Vinny,JonathanLynn,"JoePesci, MarisaTomei, RalphMacchio, MitchellWhitfield",7.6,"Comedy,Crime",120min,UA,1992,W7YoxrKa4f0,https://img.youtube.com/vi/W7YoxrKa4f0/maxresdefault.jpg,Angry
345,Straight Outta Compton,F.GaryGray,"""OSheaJacksonJr.,"", CoreyHawkins, JasonMitchell, NeilBrownJr.",7.8,"Biography,Drama,History",147min,R,2015,TMZi25Pq3T8,https://img.youtube.com/vi/TMZi25Pq3T8/maxresdefault.jpg,Neutral
346,Incredibles 2,BradBird,"CraigT.Nelson, HollyHunter, SarahVowell, HuckMilner",7.6,"Animation,Action,Adventure",118min,UA,2018,gZk9oXCl6RA,https://img.youtube.com/vi/gZk9oXCl6RA/maxresdefault.jpg,Angry
347,Doctor Zhivago,DavidLean,"OmarSharif, JulieChristie, GeraldineChaplin, RodSteiger",7.9,"Drama,Romance,War",197min,A,1965,CGGr21PilKY,https://img.youtube.com/vi/CGGr21PilKY/maxresdefault.jpg,Neutral
348,The Hobbit: The Desolation of Smaug,PeterJackson,"IanMcKellen, MartinFreeman, RichardArmitage, KenStott",7.8,"Adventure,Fantasy",161min,UA,2013,OPVWy1tFXuc,https://img.youtube.com/vi/OPVWy1tFXuc/maxresdefault.jpg,Happy
349,Once Upon a Time in the West,SergioLeone,"HenryFonda, CharlesBronson, ClaudiaCardinale, JasonRobards",8.5,Western,165min,U,1968,qwb3P0fuM1c,https://img.youtube.com/vi/qwb3P0fuM1c/maxresdefault.jpg,Neutral
350,Million Dollar Baby,ClintEastwood,"HilarySwank, ClintEastwood, MorganFreeman, JayBaruchel",8.1,"Drama,Sport",132min,UA,2004,WSX6ZRX4_-Q,https://img.youtube.com/vi/WSX6ZRX4_-Q/maxresdefault.jpg,Neutral
351,Young Frankenstein,MelBrooks,"GeneWilder, MadelineKahn, MartyFeldman, PeterBoyle",8,Comedy,106min,A,1974,WamF64GFPzg,https://img.youtube.com/vi/WamF64GFPzg/maxresdefault.jpg,Happy
352,The Fault in Our Stars,JoshBoone,"ShaileneWoodley, AnselElgort, NatWolff, LauraDern",7.7,"Drama,Romance",126min,UA,2014,9ItBvH5J6ss,https://img.youtube.com/vi/9ItBvH5J6ss/maxresdefault.jpg,Happy
353,Primal Fear,GregoryHoblit,"RichardGere, LauraLinney, EdwardNorton, JohnMahoney",7.7,"Crime,Drama,Mystery",129min,A,1996,glWAjoDVH3c,https://img.youtube.com/vi/glWAjoDVH3c/maxresdefault.jpg,Angry
354,Incendies,DenisVilleneuve,"LubnaAzabal, MélissaDésormeaux-Poulin, MaximGaudette, MustafaKamel",8.3,"Drama,Mystery",131min,18,2010,0nycksytL1A,https://img.youtube.com/vi/0nycksytL1A/maxresdefault.jpg,Sad
355,Groundhog Day,HaroldRamis,"BillMurray, AndieMacDowell, ChrisElliott, StephenTobolowsky",8.1,"Comedy,Drama,Fantasy",101min,U,1993,GncQtURdcE4,https://img.youtube.com/vi/GncQtURdcE4/maxresdefault.jpg,Happy
356,Crash,PaulHaggis,"DonCheadle, SandraBullock, ThandiweNewton, KarinaArroyave",7.8,"Crime,Drama,Thriller",112min,UA,2004,ZzgSyB0T6xo,https://img.youtube.com/vi/ZzgSyB0T6xo/maxresdefault.jpg,Angry
357,Birdman or (The Unexpected Virtue of Ignorance),AlejandroG.Iñárritu,"MichaelKeaton, ZachGalifianakis, EdwardNorton, AndreaRiseborough",7.7,"Comedy,Drama",119min,A,2014,uJfLoE6hanc,https://img.youtube.com/vi/uJfLoE6hanc/maxresdefault.jpg,Happy
358,Mononoke-hime,HayaoMiyazaki,"YôjiMatsuda, YurikoIshida, YûkoTanaka, BillyCrudup",8.4,"Animation,Adventure,Fantasy",134min,U,1997,UKTQ0tvjfOk,https://img.youtube.com/vi/UKTQ0tvjfOk/maxresdefault.jpg,Happy
359,Hotaru no haka,IsaoTakahata,"TsutomuTatsumi, AyanoShiraishi, AkemiYamaguchi, YoshikoShinohara",8.5,"Animation,Drama,War",89min,U,1988,6_j-WSh7EEE,https://img.youtube.com/vi/6_j-WSh7EEE/maxresdefault.jpg,Angry
360,As Good as It Gets,JamesL.Brooks,"JackNicholson, HelenHunt, GregKinnear, CubaGoodingJr.",7.7,"Comedy,Drama,Romance",139min,A,1997,sGELvb_a0rA,https://img.youtube.com/vi/sGELvb_a0rA/maxresdefault.jpg,Happy
361,The Right Stuff,PhilipKaufman,"SamShepard, ScottGlenn, EdHarris, DennisQuaid",7.8,"Adventure,Biography,Drama",193min,UA,1983,tbIEwIwYz-c,https://img.youtube.com/vi/tbIEwIwYz-c/maxresdefault.jpg,Happy
362,The Little Mermaid,"RonClements,",", JodiBenson, SamuelE.Wright, ReneAuberjonois, ChristopherDanielBarnes",7.6,"Animation,Adventure,Comedy",83min,U,1989,dRri8AJ8Mk8,https://img.youtube.com/vi/dRri8AJ8Mk8/maxresdefault.jpg,Happy
363,Lost in Translation,SofiaCoppola,"BillMurray, ScarlettJohansson, GiovanniRibisi, AnnaFaris",7.7,"Comedy,Drama",102min,UA,2003,W6iVPCRflQM,https://img.youtube.com/vi/W6iVPCRflQM/maxresdefault.jpg,Happy
364,Der Untergang,OliverHirschbiegel,"BrunoGanz, AlexandraMariaLara, UlrichMatthes, JulianeKöhler",8.2,"Biography,Drama,History",156min,R,2004,ObYh02ve6sY,https://img.youtube.com/vi/ObYh02ve6sY/maxresdefault.jpg,Neutral
365,Gran Torino,ClintEastwood,"ClintEastwood, BeeVang, ChristopherCarley, AhneyHer",8.1,Drama,116min,UA,2008,RMhbr2XQblk,https://img.youtube.com/vi/RMhbr2XQblk/maxresdefault.jpg,Neutral
366,Monty Python and the Holy Grail,"TerryGilliam,",", GrahamChapman, JohnCleese, EricIdle, TerryGilliam",8.2,"Adventure,Comedy,Fantasy",91min,U,1975,ZmInkxbvlCs,https://img.youtube.com/vi/ZmInkxbvlCs/maxresdefault.jpg,Happy
367,Fa Yeung Nin Wah,Kar-WaiWong,"TonyChiu-WaiLeung, MaggieCheung, SiuPing-Lam, ""TungChoJoeCheung""",8,"Drama,Romance",98min,U,2000,sWdwuXBZHbo,https://img.youtube.com/vi/sWdwuXBZHbo/maxresdefault.jpg,Happy
368,Shichinin no samurai,AkiraKurosawa,"ToshirôMifune, TakashiShimura, KeikoTsushima, YukikoShimazaki",8.6,"Action,Drama",207min,U,1954,wJ1TOratCTo,https://img.youtube.com/vi/wJ1TOratCTo/maxresdefault.jpg,Angry
369,Eastern Promises,DavidCronenberg,"NaomiWatts, ViggoMortensen, ArminMueller-Stahl, JosefAltin",7.6,"Crime,Drama,Thriller",100min,R,2007,gAhz9OnL8Ps,https://img.youtube.com/vi/gAhz9OnL8Ps/maxresdefault.jpg,Angry
370,Finding Neverland,MarcForster,"JohnnyDepp, KateWinslet, JulieChristie, RadhaMitchell",7.7,"Biography,Drama,Family",106min,U,2004,M5_AOB9eCDM,https://img.youtube.com/vi/M5_AOB9eCDM/maxresdefault.jpg,Happy
371,The Lego Movie,"PhilLord,",", ChrisPratt, WillFerrell, ElizabethBanks, WillArnett",7.7,"Animation,Action,Adventure",100min,U,2014,fZ_JOBCLF-I,https://img.youtube.com/vi/fZ_JOBCLF-I/maxresdefault.jpg,Angry
372,Manchester by the Sea,KennethLonergan,"CaseyAffleck, MichelleWilliams, KyleChandler, LucasHedges",7.8,Drama,137min,UA,2016,gsVoD0pTge0,https://img.youtube.com/vi/gsVoD0pTge0/maxresdefault.jpg,Neutral
373,Contratiempo,OriolPaulo,"MarioCasas, AnaWagener, JoseCoronado, BárbaraLennie",8,"Crime,Drama,Mystery",106min,16,2016,5hnO461B0Ms,https://img.youtube.com/vi/5hnO461B0Ms/maxresdefault.jpg,Angry
374,Deliverance,JohnBoorman,"JonVoight, BurtReynolds, NedBeatty, RonnyCox",7.7,"Adventure,Drama,Thriller",109min,U,1972,rggQNCS8UjM,https://img.youtube.com/vi/rggQNCS8UjM/maxresdefault.jpg,Sad
375,True Grit,"EthanCoen,",", JeffBridges, MattDamon, HaileeSteinfeld, JoshBrolin",7.6,"Drama,Western",110min,16,2010,aOHGKCle-aY,https://img.youtube.com/vi/aOHGKCle-aY/maxresdefault.jpg,Neutral
376,The Kings Speech,TomHooper,"ColinFirth, GeoffreyRush, HelenaBonhamCarter, DerekJacobi",8,"Biography,Drama,History",118min,U,2010,EcxBrTvLbBM,https://img.youtube.com/vi/EcxBrTvLbBM/maxresdefault.jpg,Neutral
377,The Trial of the Chicago 7,AaronSorkin,"EddieRedmayne, AlexSharp, SachaBaronCohen, JeremyStrong",7.7,"Drama,History,Thriller",129min,18,2020,FVb6EdKDBfU,https://img.youtube.com/vi/FVb6EdKDBfU/maxresdefault.jpg,Sad
378,Serenity,JossWhedon,"NathanFillion, GinaTorres, ChiwetelEjiofor, AlanTudyk",7.8,"Action,Adventure,Sci-Fi",119min,PG-13,2005,Aks6eKumi3c,https://img.youtube.com/vi/Aks6eKumi3c/maxresdefault.jpg,Angry
379,Das Boot,WolfgangPetersen,"JürgenProchnow, HerbertGrönemeyer, KlausWennemann, HubertusBengsch",8.4,"Drama,War",149min,R,1981,YVxXbTk-zsQ,https://img.youtube.com/vi/YVxXbTk-zsQ/maxresdefault.jpg,Angry
380,Hunt for the Wilderpeople,TaikaWaititi,"SamNeill, JulianDennison, RimaTeWiata, RachelHouse",7.8,"Adventure,Comedy,Drama",101min,UA,2016,dPaU4Gymt3E,https://img.youtube.com/vi/dPaU4Gymt3E/maxresdefault.jpg,Happy
381,Kill Bill: Vol. 2,QuentinTarantino,"UmaThurman, DavidCarradine, MichaelMadsen, DarylHannah",8,"Action,Crime,Thriller",137min,A,2004,WTt8cCIvGYI,https://img.youtube.com/vi/WTt8cCIvGYI/maxresdefault.jpg,Angry
382,Moon,DuncanJones,"SamRockwell, KevinSpacey, DominiqueMcElligott, RosieShaw",7.8,"Drama,Mystery,Sci-Fi",97min,R,2009,ooGf0F5_id0,https://img.youtube.com/vi/ooGf0F5_id0/maxresdefault.jpg,Sad
383,Its a Wonderful Life,FrankCapra,"JamesStewart, DonnaReed, LionelBarrymore, ThomasMitchell",8.6,"Drama,Family,Fantasy",130min,PG,1946,u1ZoHfJZACA,https://img.youtube.com/vi/u1ZoHfJZACA/maxresdefault.jpg,Happy
384,Misery,RobReiner,"JamesCaan, KathyBates, RichardFarnsworth, FrancesSternhagen",7.8,"Drama,Thriller",107min,A,1990,vX1lUMGURbY,https://img.youtube.com/vi/vX1lUMGURbY/maxresdefault.jpg,Sad
385,Mary Poppins,RobertStevenson,"JulieAndrews, DickVanDyke, DavidTomlinson, GlynisJohns",7.8,"Comedy,Family,Fantasy",139min,U,1964,mhcdWFrrno8,https://img.youtube.com/vi/mhcdWFrrno8/maxresdefault.jpg,Happy
386,Wonder,StephenChbosky,"JacobTremblay, OwenWilson, IzabelaVidovic, JuliaRoberts",7.9,"Drama,Family",113min,U,2017,ebgXK7Q0HyA,https://img.youtube.com/vi/ebgXK7Q0HyA/maxresdefault.jpg,Happy
387,Raging Bull,MartinScorsese,"RobertDeNiro, CathyMoriarty, JoePesci, FrankVincent",8.2,"Biography,Drama,Sport",129min,A,1980,yUp6d79WRVI,https://img.youtube.com/vi/yUp6d79WRVI/maxresdefault.jpg,Neutral
388,Amores perros,AlejandroG.Iñárritu,"EmilioEchevarría, GaelGarcíaBernal, GoyaToledo, ÁlvaroGuerrero",8.1,"Drama,Thriller",154min,A,2000,dAxijzivjlc,https://img.youtube.com/vi/dAxijzivjlc/maxresdefault.jpg,Sad
389,A Streetcar Named Desire,EliaKazan,"VivienLeigh, MarlonBrando, KimHunter, KarlMalden",7.9,Drama,122min,A,1951,V6TrgQxf3lk,https://img.youtube.com/vi/V6TrgQxf3lk/maxresdefault.jpg,Neutral
390,To Kill a Mockingbird,RobertMulligan,"GregoryPeck, JohnMegna, FrankOverton, RosemaryMurphy",8.3,"Crime,Drama",129min,U,1962,LS_nqbtborc,https://img.youtube.com/vi/LS_nqbtborc/maxresdefault.jpg,Angry
391,The Royal Tenenbaums,WesAnderson,"GeneHackman, GwynethPaltrow, AnjelicaHuston, BenStiller",7.6,"Comedy,Drama",110min,A,2001,caMgokYWboU,https://img.youtube.com/vi/caMgokYWboU/maxresdefault.jpg,Happy
392,Fantastic Mr. Fox,WesAnderson,"GeorgeClooney, MerylStreep, BillMurray, JasonSchwartzman",7.9,"Animation,Adventure,Comedy",87min,U,2009,n2igjYFojUo,https://img.youtube.com/vi/n2igjYFojUo/maxresdefault.jpg,Happy
393,Ed Wood,TimBurton,"JohnnyDepp, MartinLandau, SarahJessicaParker, PatriciaArquette",7.8,"Biography,Comedy,Drama",127min,U,1994,Zyw3ENloSQo,https://img.youtube.com/vi/Zyw3ENloSQo/maxresdefault.jpg,Happy
394,The Bridges of Madison County,ClintEastwood,"ClintEastwood, MerylStreep, AnnieCorley, VictorSlezak",7.6,"Drama,Romance",135min,A,1995,Up-oN4NtvbM,https://img.youtube.com/vi/Up-oN4NtvbM/maxresdefault.jpg,Happy
395,Life of Pi,AngLee,"SurajSharma, IrrfanKhan, AdilHussain, Tabu",7.9,"Adventure,Drama,Fantasy",127min,U,2012,3mMN693-F3U,https://img.youtube.com/vi/3mMN693-F3U/maxresdefault.jpg,Happy
396,Sense and Sensibility,AngLee,"EmmaThompson, KateWinslet, JamesFleet, TomWilkinson",7.7,"Drama,Romance",136min,U,1995,G0XvqB1ENzs,https://img.youtube.com/vi/G0XvqB1ENzs/maxresdefault.jpg,Happy
397,Mulan,"TonyBancroft,",", Ming-NaWen, EddieMurphy, BDWong, MiguelFerrer",7.6,"Animation,Adventure,Comedy",88min,U,1998,KK8FHdFluOQ,https://img.youtube.com/vi/KK8FHdFluOQ/maxresdefault.jpg,Happy
398,Dirty Harry,"DonSiegel,",", ClintEastwood, AndrewRobinson, HarryGuardino, ReniSantoni",7.7,"Action,Crime,Thriller",102min,A,1971,8Xjr2hnOHiM,https://img.youtube.com/vi/8Xjr2hnOHiM/maxresdefault.jpg,Angry
399,Rosemarys Baby,RomanPolanski,"MiaFarrow, JohnCassavetes, RuthGordon, SidneyBlackmer",8,"Drama,Horror",137min,A,1968,dBSbmNNm84Y,https://img.youtube.com/vi/dBSbmNNm84Y/maxresdefault.jpg,Neutral
400,Star Trek II: The Wrath of Khan,NicholasMeyer,"WilliamShatner, LeonardNimoy, DeForestKelley, JamesDoohan",7.7,"Action,Adventure,Sci-Fi",113min,U,1982,x8X44NRltMM,https://img.youtube.com/vi/x8X44NRltMM/maxresdefault.jpg,Angry
401,Gone Baby Gone,BenAffleck,"MorganFreeman, EdHarris, CaseyAffleck, MichelleMonaghan",7.6,"Crime,Drama,Mystery",114min,A,2007,JyT0_wfQR2Y,https://img.youtube.com/vi/JyT0_wfQR2Y/maxresdefault.jpg,Angry
402,Wreck-It Ralph,RichMoore,"JohnC.Reilly, JackMcBrayer, JaneLynch, SarahSilverman",7.7,"Animation,Adventure,Comedy",101min,U,2012,87E6N7ToCxs,https://img.youtube.com/vi/87E6N7ToCxs/maxresdefault.jpg,Happy
403,The Count of Monte Cristo,KevinReynolds,"JimCaviezel, GuyPearce, ChristopherAdamson, JBBlanc",7.7,"Action,Adventure,Drama",131min,UA,2002,TUCk9jK-xsU,https://img.youtube.com/vi/TUCk9jK-xsU/maxresdefault.jpg,Angry
404,The Theory of Everything,JamesMarsh,"EddieRedmayne, FelicityJones, TomPrior, SophiePerry",7.7,"Biography,Drama,Romance",123min,U,2014,Salz7uGp72c,https://img.youtube.com/vi/Salz7uGp72c/maxresdefault.jpg,Happy
405,The Pursuit of Happyness,GabrieleMuccino,"WillSmith, ThandiweNewton, JadenSmith, BrianHowe",8,"Biography,Drama",117min,U,2006,DMOBlEcRuw8,https://img.youtube.com/vi/DMOBlEcRuw8/maxresdefault.jpg,Neutral
406,Rear Window,AlfredHitchcock,"JamesStewart, GraceKelly, WendellCorey, ThelmaRitter",8.5,"Mystery,Thriller",112min,U,1954,e4Yw8hz3tG8,https://img.youtube.com/vi/e4Yw8hz3tG8/maxresdefault.jpg,Sad
407,3:10 to Yuma,JamesMangold,"RussellCrowe, ChristianBale, BenFoster, LoganLerman",7.7,"Action,Crime,Drama",122min,A,2007,jX1m45CwvJ8,https://img.youtube.com/vi/jX1m45CwvJ8/maxresdefault.jpg,Angry
408,Ang-ma-reul bo-at-da,Jee-woonKim,"LeeByung-hun, ChoiMin-sik, JeonGook-hwan, Ho-jinChun",7.8,"Action,Crime,Drama",144min,NotRated,2010,xwWgp1bqVwE,https://img.youtube.com/vi/xwWgp1bqVwE/maxresdefault.jpg,Angry
409,Citizen Kane,OrsonWelles,"OrsonWelles, JosephCotten, DorothyComingore, AgnesMoorehead",8.3,"Drama,Mystery",119min,UA,1941,8dxh3lwdOFw,https://img.youtube.com/vi/8dxh3lwdOFw/maxresdefault.jpg,Sad
410,Evil Dead II,SamRaimi,"BruceCampbell, SarahBerry, DanHicks, KassieWesleyDePaiva",7.7,"Comedy,Horror",84min,A,1987,4mNK1SKf7cI,https://img.youtube.com/vi/4mNK1SKf7cI/maxresdefault.jpg,Happy
411,Lion,GarthDavis,"DevPatel, NicoleKidman, RooneyMara, SunnyPawar",8,"Biography,Drama",118min,U,2016,OAwzzhqnaEI,https://img.youtube.com/vi/OAwzzhqnaEI/maxresdefault.jpg,Neutral
412,The Great Escape,JohnSturges,"SteveMcQueen, JamesGarner, RichardAttenborough, CharlesBronson",8.2,"Adventure,Drama,History",172min,U,1963,eWkcXfcNXvw,https://img.youtube.com/vi/eWkcXfcNXvw/maxresdefault.jpg,Happy
413,Dog Day Afternoon,SidneyLumet,"AlPacino, JohnCazale, PenelopeAllen, SullyBoyar",8,"Biography,Crime,Drama",125min,U,1975,nvdBfpA8r4o,https://img.youtube.com/vi/nvdBfpA8r4o/maxresdefault.jpg,Angry
414,The Bridge on the River Kwai,DavidLean,"WilliamHolden, AlecGuinness, JackHawkins, SessueHayakawa",8.2,"Adventure,Drama,War",161min,U,1957,7caOPnY6Ngo,https://img.youtube.com/vi/7caOPnY6Ngo/maxresdefault.jpg,Neutral
415,Gravity,AlfonsoCuarón,"SandraBullock, GeorgeClooney, EdHarris, OrtoIgnatiussen",7.7,"Action,Drama,Sci-Fi",91min,UA,2013,wCMzCu9qUWI,https://img.youtube.com/vi/wCMzCu9qUWI/maxresdefault.jpg,Angry
416,Scent of a Woman,MartinBrest,"AlPacino, ""ChrisODonnell,"", JamesRebhorn, GabrielleAnwar",8,Drama,156min,UA,1992,Jd10x8LiuBc,https://img.youtube.com/vi/Jd10x8LiuBc/maxresdefault.jpg,Neutral
417,Some Like It Hot,BillyWilder,"MarilynMonroe, TonyCurtis, JackLemmon, GeorgeRaft",8.2,"Comedy,Music,Romance",121min,U,1959,rI_lUHOCcbc,https://img.youtube.com/vi/rI_lUHOCcbc/maxresdefault.jpg,Happy
418,North by Northwest,AlfredHitchcock,"CaryGrant, EvaMarieSaint, JamesMason, JessieRoyceLandis",8.3,"Action,Adventure,Mystery",136min,U,1959,Fx0QuZJVTFE,https://img.youtube.com/vi/Fx0QuZJVTFE/maxresdefault.jpg,Neutral
419,Lord of War,AndrewNiccol,"NicolasCage, EthanHawke, JaredLeto, BridgetMoynahan",7.6,"Crime,Drama",122min,All,2005,Ej83QvHuiNI,https://img.youtube.com/vi/Ej83QvHuiNI/maxresdefault.jpg,Angry
420,Boyz n the Hood,JohnSingleton,"CubaGoodingJr., LaurenceFishburne, HudhailAl-Amir, LloydAveryII",7.8,"Crime,Drama",112min,A,1991,PIU07K_28ck,https://img.youtube.com/vi/PIU07K_28ck/maxresdefault.jpg,Angry
421,Akira,KatsuhiroÔtomo,"MitsuoIwata, NozomuSasaki, MamiKoyama, TesshôGenda",8,"Animation,Action,Drama",124min,UA,1988,PMlfeeSlVtg,https://img.youtube.com/vi/PMlfeeSlVtg/maxresdefault.jpg,Angry
422,The Boy in the Striped Pajamas,MarkHerman,"AsaButterfield, DavidThewlis, RupertFriend, ""ZacMattoonOBrien""",7.7,"Drama,War",94min,PG-13,2008,uwysOfnX2Qg,https://img.youtube.com/vi/uwysOfnX2Qg/maxresdefault.jpg,Angry
423,Brazil,TerryGilliam,"JonathanPryce, KimGreist, RobertDeNiro, KatherineHelmond",7.9,"Drama,Sci-Fi",132min,U,1985,C-re1R2DqyI,https://img.youtube.com/vi/C-re1R2DqyI/maxresdefault.jpg,Neutral
424,Planet of the Apes,FranklinJ.Schaffner,"CharltonHeston, RoddyMcDowall, KimHunter, MauriceEvans",8,"Adventure,Sci-Fi",112min,U,1968,qxjPjPzQ1iU,https://img.youtube.com/vi/qxjPjPzQ1iU/maxresdefault.jpg,Happy
425,Mr. Nobody,JacoVanDormael,"JaredLeto, SarahPolley, DianeKruger, Linh-DanPham",7.8,"Drama,Fantasy,Romance",141min,R,2009,vXf3gVYXlHg,https://img.youtube.com/vi/vXf3gVYXlHg/maxresdefault.jpg,Happy
426,The Ten Commandments,CecilB.DeMille,"CharltonHeston, YulBrynner, AnneBaxter, EdwardG.Robinson",7.9,"Adventure,Drama,Family",220min,U,1956,Id6oS3L-D9A,https://img.youtube.com/vi/Id6oS3L-D9A/maxresdefault.jpg,Happy
427,Mad Max 2,GeorgeMiller,"MelGibson, BruceSpence, MichaelPreston, MaxPhipps",7.6,"Action,Adventure,Sci-Fi",96min,UA,1981,riXRyGxf48Y,https://img.youtube.com/vi/riXRyGxf48Y/maxresdefault.jpg,Angry
428,The Night of the Hunter,CharlesLaughton,"RobertMitchum, ShelleyWinters, LillianGish, JamesGleason",8,"Crime,Drama,Film-Noir",92min,A,1955,Y8dX6ZKJe2o,https://img.youtube.com/vi/Y8dX6ZKJe2o/maxresdefault.jpg,Angry
429,Awakenings,PennyMarshall,"RobertDeNiro, RobinWilliams, JulieKavner, RuthNelson",7.8,"Biography,Drama",121min,U,1990,_lEKNJV6Sk4,https://img.youtube.com/vi/_lEKNJV6Sk4/maxresdefault.jpg,Neutral
430,Breakfast at Tiffanys,BlakeEdwards,"AudreyHepburn, GeorgePeppard, PatriciaNeal, BuddyEbsen",7.6,"Comedy,Drama,Romance",115min,A,1961,1ClCpfeIELw,https://img.youtube.com/vi/1ClCpfeIELw/maxresdefault.jpg,Happy
431,Ben-Hur,WilliamWyler,"CharltonHeston, JackHawkins, StephenBoyd, HayaHarareet",8.1,"Adventure,Drama,History",212min,U,1959,frE9rXnaHpE,https://img.youtube.com/vi/frE9rXnaHpE/maxresdefault.jpg,Happy
432,Vertigo,AlfredHitchcock,"JamesStewart, KimNovak, BarbaraBelGeddes, TomHelmore",8.3,"Mystery,Romance,Thriller",128min,A,1958,kx4mQB0QzvQ,https://img.youtube.com/vi/kx4mQB0QzvQ/maxresdefault.jpg,Sad
433,Dark City,AlexProyas,"RufusSewell, KieferSutherland, JenniferConnelly, WilliamHurt",7.6,"Fantasy,Mystery,Sci-Fi",100min,A,1998,gt9HkO-cGGo,https://img.youtube.com/vi/gt9HkO-cGGo/maxresdefault.jpg,Sad
434,All the Presidents Men,AlanJ.Pakula,"DustinHoffman, RobertRedford, JackWarden, MartinBalsam",7.9,"Drama,History,Thriller",138min,U,1976,jmjOfHS7bP0,https://img.youtube.com/vi/jmjOfHS7bP0/maxresdefault.jpg,Sad
435,Singin in the Rain,"StanleyDonen,",", GeneKelly, ""DonaldOConnor,"", DebbieReynolds, JeanHagen",8.3,"Comedy,Musical,Romance",103min,G,1952,tbFGojJxqoo,https://img.youtube.com/vi/tbFGojJxqoo/maxresdefault.jpg,Happy
436,A Bronx Tale,RobertDeNiro,"RobertDeNiro, ChazzPalminteri, LilloBrancato, FrancisCapra",7.8,"Crime,Drama",121min,R,1993,jnpE-hGNVj8,https://img.youtube.com/vi/jnpE-hGNVj8/maxresdefault.jpg,Angry
437,Match Point,WoodyAllen,"ScarlettJohansson, JonathanRhysMeyers, EmilyMortimer, MatthewGoode",7.6,"Drama,Romance,Thriller",124min,R,2005,Q0WaX80XY5w,https://img.youtube.com/vi/Q0WaX80XY5w/maxresdefault.jpg,Sad
438,Bridge of Spies,StevenSpielberg,"TomHanks, MarkRylance, AlanAlda, AmyRyan",7.6,"Drama,History,Thriller",142min,UA,2015,mBBuzHrZBro,https://img.youtube.com/vi/mBBuzHrZBro/maxresdefault.jpg,Sad
439,Rise of the Planet of the Apes,RupertWyatt,"JamesFranco, AndySerkis, FreidaPinto, KarinKonoval",7.6,"Action,Drama,Sci-Fi",105min,UA,2011,OIDTH3lUDkk,https://img.youtube.com/vi/OIDTH3lUDkk/maxresdefault.jpg,Angry
440,Tonari no Totoro,HayaoMiyazaki,"HitoshiTakagi, NorikoHidaka, ChikaSakamoto, ShigesatoItoi",8.1,"Animation,Comedy,Family",86min,U,1988,AGd6-Me-nF0,https://img.youtube.com/vi/AGd6-Me-nF0/maxresdefault.jpg,Happy
441,Philadelphia,JonathanDemme,"TomHanks, DenzelWashington, RobertaMaxwell, BuzzKilman",7.7,Drama,125min,UA,1993,0SE6byZnAnI,https://img.youtube.com/vi/0SE6byZnAnI/maxresdefault.jpg,Neutral
442,Midnight Cowboy,JohnSchlesinger,"DustinHoffman, JonVoight, SylviaMiles, JohnMcGiver",7.8,Drama,113min,A,1969,o29GST0Lj28,https://img.youtube.com/vi/o29GST0Lj28/maxresdefault.jpg,Neutral
