Song_id,Song,Singer,Genre,Album,User-Rating,Emotion,videoID,Thumbnail
1805,Koi Mil Gaya,"K. S. Chithra, Udit Narayan",BollywoodRomantic,Koi Mil Gaya,9.2,Happy,Jzd4bma3QNo,https://img.youtube.com/vi/Jzd4bma3QNo/maxresdefault.jpg
1806,Senorita,"Abhay Deol, Farhan Akhtar, Hrithik Roshan",BollywoodDance,Zindagi Na Milegi Dobara,9.5,Happy,Pkh8UtuejGw,https://img.youtube.com/vi/Pkh8UtuejGw/maxresdefault.jpg
1807,Ek Onkaar,Harshdeep Kaur,BollywoodDevotional,Rang De Basanti,9.7,Angry,FWRTl6KSHPg,https://img.youtube.com/vi/FWRTl6KSHPg/maxresdefault.jpg
1808,Twinkle Twinkle,"Rana Mazumder, Shreya Ghoshal",BollywoodDance,The Dirty Picture,7.8,Happy,yCjJyiqpAuU,https://img.youtube.com/vi/yCjJyiqpAuU/maxresdefault.jpg
1809,Chupke Se Sun,"Alka Yagnik, Udit Narayan",BollywoodRomantic,Mission Kashmir,9.4,Happy,yIILv8jmN1g,https://img.youtube.com/vi/yIILv8jmN1g/maxresdefault.jpg
1810,Pal Bhar Ke Liye,"Kishore Kumar, Usha Khanna",BollywoodRomantic,Johny Mera Naam,8.3,Happy,VgFb1k8lLsY,https://img.youtube.com/vi/VgFb1k8lLsY/maxresdefault.jpg
1811,The Dirty Mashup,Multiple,BollywoodDance,Single,8.8,Happy,#NAME?,https://img.youtube.com/vi/-M6HOOTeYek/maxresdefault.jpg
1812,Love Ka The End,Aditi Singh Sharma,Bollywood,Love Ka The End,9.7,Neutral,ONGz3cTRhgE,https://img.youtube.com/vi/ONGz3cTRhgE/maxresdefault.jpg
1813,Mene Lagan Lagi,Jaspinder Nirula,BollywoodSad,Dil Kya Kare,8.9,Sad,tHkFa6M1q-U,https://img.youtube.com/vi/tHkFa6M1q-U/maxresdefault.jpg
1814,Teri Kasam Main Hoon,Vinod Rathod,BollywoodDance,Prem Granth,7.4,Happy,w-MB3RRNmEQ,https://img.youtube.com/vi/w-MB3RRNmEQ/maxresdefault.jpg
1815,Chahe Zubaan,Sonu Nigam,BollywoodRomantic,Dil Hai Tumhaara,9.2,Happy,hoQzebaEHho,https://img.youtube.com/vi/hoQzebaEHho/maxresdefault.jpg
1816,Mujhe Tu Jo Mila,Aaman Trikha,BollywoodRomantic,Khel To Abb Shuru Hoga,8.6,Happy,NxIJ9VEHAMg,https://img.youtube.com/vi/NxIJ9VEHAMg/maxresdefault.jpg
1817,Tu Roop Ki Rani Main Choron Ka Raja,"Lata Mangeshkar, Talat Mahmood",BollywoodDance,Roop Ki Rani Choron Ka Raja,8.8,Happy,l15vQlTxngE,https://img.youtube.com/vi/l15vQlTxngE/maxresdefault.jpg
1818,Fake Ishq,"Altamash Faridi, Kailash Kher, Nakash Aziz",BollywoodSad,Housefull 3,9,Sad,LFjoIPpb0h4,https://img.youtube.com/vi/LFjoIPpb0h4/maxresdefault.jpg
1819,Harry Is Not Bhramchari,"Ishq Bector, Jazzy B",BollywoodDance,Shaadi Ke Side Effects,9.1,Happy,0CKCyP7fp68,https://img.youtube.com/vi/0CKCyP7fp68/maxresdefault.jpg
1820,Din Sara Guzara Tore Angana,"Lata Mangeshkar, Mohammed Rafi",BollywoodRomantic,Junglee,8.1,Happy,BDU5nTbs-rs,https://img.youtube.com/vi/BDU5nTbs-rs/maxresdefault.jpg
1821,Desi Romantic,"Arijit Singh, Suchi",BollywoodDance,Shaadi Ke Side Effects,9.2,Happy,Co589ATuRmk,https://img.youtube.com/vi/Co589ATuRmk/maxresdefault.jpg
1822,Do Hanson Ka Joda,Lata Mangeshkar,BollywoodSad,Gunga Jumna,8.3,Sad,puvonsaBhmE,https://img.youtube.com/vi/puvonsaBhmE/maxresdefault.jpg
1823,Taki Oh Taki,"Asha Bhosle, Kishore Kumar",BollywoodDance,Himmatwala,8.3,Happy,Or8ZVXB0AXo,https://img.youtube.com/vi/Or8ZVXB0AXo/maxresdefault.jpg
1824,Taki Oh Taki,"Asha Bhosle, Bappi Lahiri",BollywoodDance,Himmatwala,8.3,Happy,Or8ZVXB0AXo,https://img.youtube.com/vi/Or8ZVXB0AXo/maxresdefault.jpg
1825,Yeh Raaste Hai Pyaar Ke,"Jaspinder Narula, Shaan",BollywoodDance,Yeh Raaste Hain Pyaar Ke,8.7,Happy,Qe-9Xqxes9o,https://img.youtube.com/vi/Qe-9Xqxes9o/maxresdefault.jpg
1826,Pinjra Tod Ke,Sunidhi Chauhan,Bollywood,Simran,9.3,Neutral,xEtxUcC7F_Y,https://img.youtube.com/vi/xEtxUcC7F_Y/maxresdefault.jpg
1827,Mere Buddy,"Amitabh Bachchan, Armaan Malik",BollywoodDance,Bhoothnath,9.2,Happy,4rb78VJMwB4,https://img.youtube.com/vi/4rb78VJMwB4/maxresdefault.jpg
1828,Chugliyaan,"Javed Ali, Sahir Ali Bagga",BollywoodDance,Once Upon A Time In Mumbaai Dobara,9,Happy,DGDa2yr4sCM,https://img.youtube.com/vi/DGDa2yr4sCM/maxresdefault.jpg
1829,Mohe Chedo Na,Lata Mangeshkar,BollywoodDance,Lamhe,9,Happy,HaEiuS0vUFE,https://img.youtube.com/vi/HaEiuS0vUFE/maxresdefault.jpg
1830,Ishq Vishq Pyaar Vyaar,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Ishq Vishk,9.1,Happy,99pLlgJgysM,https://img.youtube.com/vi/99pLlgJgysM/maxresdefault.jpg
1831,Jeeye To Jeeye Kaise (Duet Version),"Anuradha Paudwal, Kumar Sanu, S.P. Balasubrahmanyam",BollywoodRomantic,Saajan,8.8,Happy,oqLqROrZVbE,https://img.youtube.com/vi/oqLqROrZVbE/maxresdefault.jpg
1832,O Mehbooba,Mukesh,BollywoodRomantic,Sangam,8.7,Happy,7QhIRtdBQk8,https://img.youtube.com/vi/7QhIRtdBQk8/maxresdefault.jpg
1833,Alcholic (Remix),Yo Yo Honey Singh,BollywoodDance,The Shaukeens,9.4,Happy,zmsyRCrY-1Q,https://img.youtube.com/vi/zmsyRCrY-1Q/maxresdefault.jpg
1834,Pehli Baar Mile Hain,S.P. Balasubrahmanyam,BollywoodDance,Saajan,9.1,Happy,wRi7ORHP-U8,https://img.youtube.com/vi/wRi7ORHP-U8/maxresdefault.jpg
1835,Main Hoon No 1 Gawaiya,"Kunal Ganjawala, Satyanarayan, Satyanarayan Mishra, Vinod Rathod",Bollywood,Saajan Chale Sasural,8.8,Neutral,TMTML499ThM,https://img.youtube.com/vi/TMTML499ThM/maxresdefault.jpg
1836,Tu,"Papon, Shreya Ghoshal",BollywoodRomantic,Bobby Jasoos,9.5,Happy,skvBEZW3CeI,https://img.youtube.com/vi/skvBEZW3CeI/maxresdefault.jpg
1837,Rab Ka Shukrana,Mohit Chauhan,BollywoodRomantic,Jannat 2,9.6,Happy,xbzsEhbaw7Q,https://img.youtube.com/vi/xbzsEhbaw7Q/maxresdefault.jpg
1838,Ek But Banaoonga,Mohammed Rafi,BollywoodRomantic,Asli Naqli,8.9,Happy,2sgKeQwzg2w,https://img.youtube.com/vi/2sgKeQwzg2w/maxresdefault.jpg
1839,Muskurane (Unplugged),"Jeet Gannguli, Mohammed Irfan",BollywoodRomantic,Citylights,9.6,Happy,7RHK1d54kXY,https://img.youtube.com/vi/7RHK1d54kXY/maxresdefault.jpg
1840,Naina Milaike,"Madhushree, Sadhana Sargam",BollywoodDance,Saathiya,9.4,Happy,VOD-3oAV2-8,https://img.youtube.com/vi/VOD-3oAV2-8/maxresdefault.jpg
1841,Full Jhol,"Akasa Singh, Mika Singh",BollywoodDance,Jackpot,8.6,Happy,eVcshUVdzUU,https://img.youtube.com/vi/eVcshUVdzUU/maxresdefault.jpg
1842,O Saathi Re,"Shreya Ghoshal, Vishal Bhardwaj",BollywoodDance,Omkara,9.3,Happy,Wy6ec9YTO8g,https://img.youtube.com/vi/Wy6ec9YTO8g/maxresdefault.jpg
1843,Awara Hoon,Mukesh,BollywoodDance,Awaara,9.3,Happy,VY1pWTek2sY,https://img.youtube.com/vi/VY1pWTek2sY/maxresdefault.jpg
1844,Tere Pyar Mein Dil Deewana,"Alka Yagnik, Udit Narayan",BollywoodRomantic,Coolie No. 1,8.6,Happy,17RW7RBfUpc,https://img.youtube.com/vi/17RW7RBfUpc/maxresdefault.jpg
1845,Sunny Sunny (Remix),"Neha Kakkar, Yo Yo Honey Singh",BollywoodDance,Yaariyan,9.2,Happy,C89VTI_h7hk,https://img.youtube.com/vi/C89VTI_h7hk/maxresdefault.jpg
1846,In Panchion Ko Dekh Kar,"Baby Sneha, Kavita Krishnamurthy, Shaan",BollywoodDance,Koi Mil Gaya,9.1,Happy,SQamI5ouSbs,https://img.youtube.com/vi/SQamI5ouSbs/maxresdefault.jpg
1847,Lovely (Remix),"Fateh, Kanika Kapoor, Miraya Varma, Ravindra Upadhyay",BollywoodDance,Happy New Year,9.1,Happy,CEwuXexraho,https://img.youtube.com/vi/CEwuXexraho/maxresdefault.jpg
1848,Mere Mehboob Tujhe,Mohammed Rafi,BollywoodSad,Mere Mehboob,9.1,Sad,jXBoRki9XHA,https://img.youtube.com/vi/jXBoRki9XHA/maxresdefault.jpg
1849,Naam Mera Premkali,Kavita Krishnamurthy,BollywoodDance,Chaalbaaz,9.1,Happy,UUT26pYNijk,https://img.youtube.com/vi/UUT26pYNijk/maxresdefault.jpg
1850,Humka Peeni Hai Peeni,"Master Saleem, Shabab Sabri",BollywoodDance,Dabangg,9.2,Happy,DXa4ArvAB90,https://img.youtube.com/vi/DXa4ArvAB90/maxresdefault.jpg
1851,Humka Peeni Hai,"Master Saleem, Shabab Sabri, Wajid",BollywoodDance,Dabangg,9.2,Happy,DXa4ArvAB90,https://img.youtube.com/vi/DXa4ArvAB90/maxresdefault.jpg
1852,Bye Bye Miss Good Night,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Saajan Chale Sasural,8.3,Happy,pXV9IjvT0-w,https://img.youtube.com/vi/pXV9IjvT0-w/maxresdefault.jpg
1853,Bana Ke Kyon Bigada Re,Lata Mangeshkar,BollywoodSad,Zanjeer,8.1,Sad,HI2rl1fvmx4,https://img.youtube.com/vi/HI2rl1fvmx4/maxresdefault.jpg
1854,Mausam Hai Bada Qatil,Sonu Nigam,BollywoodDance,Chup Chup Ke,9.1,Happy,3Mai7dsZXEQ,https://img.youtube.com/vi/3Mai7dsZXEQ/maxresdefault.jpg
1855,Ram Narayan Baaja Bajaata,Udit Narayan,BollywoodDance,Saajan Chale Sasural,8.9,Happy,cefP0MITj6k,https://img.youtube.com/vi/cefP0MITj6k/maxresdefault.jpg
1856,Ek Duje Ke Vaaste,"Hariharan, Lata Mangeshkar",BollywoodDance,Dil To Pagal Hai,9.1,Happy,lq-0NJUwATw,https://img.youtube.com/vi/lq-0NJUwATw/maxresdefault.jpg
1857,Yeh Joker,"Shweta Pandit, Sonu Nigam",BollywoodDance,Joker,9.3,Happy,ZukMcsUTJVU,https://img.youtube.com/vi/ZukMcsUTJVU/maxresdefault.jpg
1858,Ae Mohabbat Zindabad,Mohammed Rafi,BollywoodSad,Mughal-E-Azam,9.1,Sad,7mNkC91hpak,https://img.youtube.com/vi/7mNkC91hpak/maxresdefault.jpg
1859,Daiyya Maiyya,"Rasika Chandrashekhar, Shankar Mahadevan, Udit Narayan",BollywoodDance,Kill Dil,9.6,Happy,pIgqU8ZjYPQ,https://img.youtube.com/vi/pIgqU8ZjYPQ/maxresdefault.jpg
1860,Yaad Mein Teri,"Lata Mangeshkar, Mohammed Rafi",BollywoodSad,Mere Mehboob,8.9,Sad,J50RuKbwVBI,https://img.youtube.com/vi/J50RuKbwVBI/maxresdefault.jpg
1861,Hum To Dil Chahen Tumhara,"Hema Sardesai, Kumar Sanu",BollywoodRomantic,Soldier,9.3,Happy,HHHTVkfBIQ0,https://img.youtube.com/vi/HHHTVkfBIQ0/maxresdefault.jpg
1862,Tumsa Koi Pyaara,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Khuddar,9.1,Happy,HubRXgH0Erc,https://img.youtube.com/vi/HubRXgH0Erc/maxresdefault.jpg
1863,Diwani Tum Jawanon Ki,"Jolly Mukherjee, Mohammad Aziz, Sapna Mukherjee",BollywoodDance,Dayavan,7.7,Happy,f9FgNWSi8BU,https://img.youtube.com/vi/f9FgNWSi8BU/maxresdefault.jpg
1864,Vadiya,Amit Trivedi,BollywoodDance,Udta Punjab,9.2,Happy,UKA31XLzsNA,https://img.youtube.com/vi/UKA31XLzsNA/maxresdefault.jpg
1865,Sukh Karta (Ganpati Aarti),Amit Mishra,BollywoodDevotional,Atithi Tum Kab Jaoge,9.2,Angry,4ncAlDhIfTw,https://img.youtube.com/vi/4ncAlDhIfTw/maxresdefault.jpg
1866,O Sathiya,"Alka Yagnik, Udit Narayan",BollywoodDance,Saaya,9.3,Happy,PSAvV7fgMMA,https://img.youtube.com/vi/PSAvV7fgMMA/maxresdefault.jpg
1867,Chuee Muee,"Asha Bhosle, Mohammed Aziz",BollywoodRomantic,Himmat Aur Mehanat,8.8,Happy,M3UDnXE8m3A,https://img.youtube.com/vi/M3UDnXE8m3A/maxresdefault.jpg
1868,Flip Your Collar Back,Benny Dayal,BollywoodDance,Raja Natwarlal,9.5,Happy,vgL9EQpoaSE,https://img.youtube.com/vi/vgL9EQpoaSE/maxresdefault.jpg
1869,In Kadmon Ke Neeche,"Alka Yagnik, Kumar Sanu",BollywoodDance,Kya Kehna,9.1,Happy,diwJP1hetj4,https://img.youtube.com/vi/diwJP1hetj4/maxresdefault.jpg
1870,Mahek Bhi,Shreya Ghoshal,BollywoodRomantic,Aiyyaa,9.6,Happy,IbjKNKFPkiE,https://img.youtube.com/vi/IbjKNKFPkiE/maxresdefault.jpg
1871,Dance Basanti (Remix),"Anushka Manchanda, Vishal Dadlani",BollywoodDance,Ungli,9.2,Happy,juZN67BA_5w,https://img.youtube.com/vi/juZN67BA_5w/maxresdefault.jpg
1872,Do Dilon Ke,"Hariharan, Shreya Ghoshal",BollywoodSad,Partition 1947,9.4,Sad,A-Y7ehp9qL0,https://img.youtube.com/vi/A-Y7ehp9qL0/maxresdefault.jpg
1873,Mere Angne Mein,Amitabh Bachchan,BollywoodDance,Laawaris,9.2,Happy,miALiNbU0wY,https://img.youtube.com/vi/miALiNbU0wY/maxresdefault.jpg
1874,Raat Ko Neend Aati Nahi,"Alka Yagnik, Amit Kumar",BollywoodRomantic,Judaai,8.9,Happy,9LzJYBWaGBg,https://img.youtube.com/vi/9LzJYBWaGBg/maxresdefault.jpg
1875,Saiyyan,"Aaman Trikha, Swati Sharma",BollywoodRomantic,1:13:7 Ek Tera Saath,9.5,Happy,TuUVVKVdZm4,https://img.youtube.com/vi/TuUVVKVdZm4/maxresdefault.jpg
1876,Mere Ghulam Tera,"Alka Yagnik, Udit Narayan",BollywoodDance,Laadla,9.1,Happy,FSTFUhp95r4,https://img.youtube.com/vi/FSTFUhp95r4/maxresdefault.jpg
1877,Sehra,Ankit Tiwari,BollywoodRomantic,Do Lafzon Ki Kahani,9.5,Happy,HD4UtsmAV4Y,https://img.youtube.com/vi/HD4UtsmAV4Y/maxresdefault.jpg
1878,Sharma Ke Ye Kyon Sab Pardanashi,"Asha Bhosle, Shamshad Begum.",BollywoodDance,Chaudhvin Ka Chand,8.5,Happy,axLCQ0pfeoQ,https://img.youtube.com/vi/axLCQ0pfeoQ/maxresdefault.jpg
1879,Pyar Ko Ho Jane Do,"Kumar Sanu, Lata Mangeshkar",BollywoodRomantic,Dushman,9.3,Happy,6Ct27yKq5WQ,https://img.youtube.com/vi/6Ct27yKq5WQ/maxresdefault.jpg
1880,Dil Darbadar,Ankit Tiwari,BollywoodSad,PK,9.3,Sad,M0fDhfeZ-is,https://img.youtube.com/vi/M0fDhfeZ-is/maxresdefault.jpg
1881,Rind Posh Maal,Shankar Mahadevan,BollywoodDance,Mission Kashmir,8.9,Happy,KnasuudnVIA,https://img.youtube.com/vi/KnasuudnVIA/maxresdefault.jpg
1882,Main Hoon Deewana Tera,"Anjjan, Arijit Singh, Meet Bros",BollywoodRomantic,Ek Paheli Leela,9,Happy,Byg0BmFvGNo,https://img.youtube.com/vi/Byg0BmFvGNo/maxresdefault.jpg
1883,Kaun Hai Woh,"Alisha Chinai, Udit Narayan",BollywoodDance,Ishq Vishk,9.4,Happy,Z-1cA7AMpyQ,https://img.youtube.com/vi/Z-1cA7AMpyQ/maxresdefault.jpg
1884,Raju Chacha,"Francis Menezes, Jatin-Lalit, Sehar, Shaan, Shraddha Pandit, Shweta Pandit, Sneha Pant",BollywoodDance,Raju Chacha,9.2,Happy,D5Y6XdNREuU,https://img.youtube.com/vi/D5Y6XdNREuU/maxresdefault.jpg
1885,Ankhon Se Tune Yeh Kya,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Ghulam,8.9,Happy,zGbMOXFIYko,https://img.youtube.com/vi/zGbMOXFIYko/maxresdefault.jpg
1886,Tik Tuk,"Daler Mehndi, Monali Thakur, Vishal Dadlani",BollywoodDance,Rascals,9.4,Happy,mn0Dtf6HrRg,https://img.youtube.com/vi/mn0Dtf6HrRg/maxresdefault.jpg
1887,Yunhi Kat Jaayega,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Hum Hai Rahi Pyaar Ke,9.1,Happy,gydQicNmT4o,https://img.youtube.com/vi/gydQicNmT4o/maxresdefault.jpg
1888,Ali Maula,Salim Merchant,BollywoodMotivational,Kurbaan,9.5,Angry,fk2koLbbwvE,https://img.youtube.com/vi/fk2koLbbwvE/maxresdefault.jpg
1889,Yaara Yaara,"Alka Yagnik, Udit Narayan",BollywoodDance,Hum Tum,9.5,Happy,zkfX-UdANB8,https://img.youtube.com/vi/zkfX-UdANB8/maxresdefault.jpg
1890,Khuda Nigheban Ho,Lata Mangeshkar,BollywoodSad,Mughal-E-Azam,9,Sad,q4dONF8FbFI,https://img.youtube.com/vi/q4dONF8FbFI/maxresdefault.jpg
1891,Dhoop Ke Makaan Sa,"Hitesh Sonik, Shekhar Ravjiani",BollywoodRomantic,Break Up Ke Baad,9.6,Happy,SmaY7RfBgas,https://img.youtube.com/vi/SmaY7RfBgas/maxresdefault.jpg
1892,Chheda Mera Dil Ne Tarana,Mohammed Rafi,BollywoodDance,Asli Naqli,9,Happy,DS9BlwEG6FU,https://img.youtube.com/vi/DS9BlwEG6FU/maxresdefault.jpg
1893,Beliya,"Aditi Paul, Armaan Malik",BollywoodRomantic,Mehrunisa V Lub U,8.9,Happy,kY_q4vcR6ds,https://img.youtube.com/vi/kY_q4vcR6ds/maxresdefault.jpg
1894,Mahi,"Harshdeep Kaur, Shabab Sabri",BollywoodSad,Irada,9.6,Sad,A99obr2Jmac,https://img.youtube.com/vi/A99obr2Jmac/maxresdefault.jpg
1895,Aisa Deewana,Sonu Nigam,BollywoodRomantic,Dil Maange More,9.2,Happy,X4TyG9grBSw,https://img.youtube.com/vi/X4TyG9grBSw/maxresdefault.jpg
1896,Har Har Gange,Aaman Trikha,BollywoodDance,Bhoothnath Returns,9,Happy,Njyx5ZuwEHI,https://img.youtube.com/vi/Njyx5ZuwEHI/maxresdefault.jpg
1897,Khambe Jaisi Khadi Hai,Udit Narayan,BollywoodRomantic,Dil,9,Happy,SnI_UYiqvWA,https://img.youtube.com/vi/SnI_UYiqvWA/maxresdefault.jpg
1898,Saawan Mein Lag Gayi Aag,Mika Singh,BollywoodDance,Woodstock Villa,8.8,Happy,7iAmXLrLizM,https://img.youtube.com/vi/7iAmXLrLizM/maxresdefault.jpg
1899,Dhoom Dhaam,"Ankit Tiwari, Palak Muchhal",BollywoodRomantic,Action Jackson,8.9,Happy,wJWwPJj9gIw,https://img.youtube.com/vi/wJWwPJj9gIw/maxresdefault.jpg
1900,Aayi Re Aayi Re Khushi,Sunidhi Chauhan,BollywoodDance,Khushi,9.2,Happy,g03oJqr5B0k,https://img.youtube.com/vi/g03oJqr5B0k/maxresdefault.jpg
1901,Mera Jahan,"Adnan Sami, Ananya Wadkar, Auriel Cordo",BollywoodSad,Taare Zameen Par,9.6,Sad,j9jlAww4nHQ,https://img.youtube.com/vi/j9jlAww4nHQ/maxresdefault.jpg
1902,Let It Be,Shaan,BollywoodDance,Desi Boyz,9.3,Happy,1LMSOfs10mA,https://img.youtube.com/vi/1LMSOfs10mA/maxresdefault.jpg
1903,Dua,"Kailash Kher, Marianne D'cruz Aiman, Sukhwinder Sing",BollywoodDance,Kurbaan,9.4,Happy,j3BiIJKBlYE,https://img.youtube.com/vi/j3BiIJKBlYE/maxresdefault.jpg
1904,Badlapur,Multiple,BollywoodDance,Badlapur,9.4,Happy,t2VaF0ZX65w,https://img.youtube.com/vi/t2VaF0ZX65w/maxresdefault.jpg
1905,Jab Chaye Tera Jadoo,Kanika Kapoor,BollywoodDance,Main Aur Charles,9.4,Happy,qLBUiCssD44,https://img.youtube.com/vi/qLBUiCssD44/maxresdefault.jpg
1906,Gulon Mein Rang Bhare,Arijit Singh,BollywoodSad,Haider,9.5,Sad,hR8FEdC6aAs,https://img.youtube.com/vi/hR8FEdC6aAs/maxresdefault.jpg
1907,Main Hi Main Hoon,Suresh Wadkar,BollywoodRomantic,Ram Teri Ganga Maili,7.5,Happy,s4JFai0odLc,https://img.youtube.com/vi/s4JFai0odLc/maxresdefault.jpg
1908,Yaad Teri Yaad,"Abhijeet Sawant, Shreya Ghoshal",BollywoodDance,Jawani Diwani: A Youthful Joyride,9.2,Happy,wIpn5LqtX60,https://img.youtube.com/vi/wIpn5LqtX60/maxresdefault.jpg
1909,Shabe Firaq,"Himesh Reshammiya, Tulsi Kumar",BollywoodDance,Chup Chup Ke,9.4,Happy,Ss8Fhp3JrHU,https://img.youtube.com/vi/Ss8Fhp3JrHU/maxresdefault.jpg
1910,Andaz Mera Mastana,Lata Mangeshkar,BollywoodDance,Dil Apna Aur Preet Parai,8.4,Happy,mdx4Agx0FxI,https://img.youtube.com/vi/mdx4Agx0FxI/maxresdefault.jpg
1911,Pyaar Kar,"Kavita Krishnamurthy, Shaan, Udit Narayan",BollywoodDance,Single,8.9,Happy,tvxXAZo1Hlg,https://img.youtube.com/vi/tvxXAZo1Hlg/maxresdefault.jpg
1912,Right Now (Remix),"Sunidhi Chauhan, Suzzane De Mello, Wajid",BollywoodDance,Housefull 2,8.5,Happy,WEfV4EJtmGA,https://img.youtube.com/vi/WEfV4EJtmGA/maxresdefault.jpg
1913,Aao Na,Vishal Dadlani,BollywoodDance,Haider,9.7,Happy,b4iOwqZCmv4,https://img.youtube.com/vi/b4iOwqZCmv4/maxresdefault.jpg
1914,Tere Pyar Mein Dildar,Lata Mangeshkar,BollywoodDance,Mere Mehboob,8.5,Happy,uj89lolqPYU,https://img.youtube.com/vi/uj89lolqPYU/maxresdefault.jpg
1915,Hai Isi Men Pyar Ki Abroo,Lata Mangeshkar,BollywoodSad,Anpadh,8.9,Sad,1j7hBs_FlY8,https://img.youtube.com/vi/1j7hBs_FlY8/maxresdefault.jpg
1916,Jhelum,Vishal Bhardwaj,BollywoodSad,Haider,9.6,Sad,f5NiiDDd-w8,https://img.youtube.com/vi/f5NiiDDd-w8/maxresdefault.jpg
1917,Yaad Aayee,Adnan Sami,BollywoodRomantic,Muskaan,9,Happy,Ak7f_0Ispxs,https://img.youtube.com/vi/Ak7f_0Ispxs/maxresdefault.jpg
1918,Yaari Yaari,Ram Sampath,Bollywood,Purani Jeans,9.7,Neutral,zQDAi8tI-cU,https://img.youtube.com/vi/zQDAi8tI-cU/maxresdefault.jpg
1919,Hai Jaana Hai Jaana,Sujatha Mohan,BollywoodDance,Pukar,7.1,Happy,UwMEH6CWsyk,https://img.youtube.com/vi/UwMEH6CWsyk/maxresdefault.jpg
1920,F.U.N. Fun Funaa,Ali Zafar,BollywoodDance,Luv Ka The End,9.6,Happy,FL_lazDHmnA,https://img.youtube.com/vi/FL_lazDHmnA/maxresdefault.jpg
1921,Muh Meetha Kara De,"Benny Dayal, Monali Thakur",BollywoodDance,Rabba Main Kya Karoon,9.2,Happy,KvILPLvkiKw,https://img.youtube.com/vi/KvILPLvkiKw/maxresdefault.jpg
1922,Mere Khwabon Ka,Udit Narayan,BollywoodRomantic,Jism,9.4,Happy,mBQc4Etz9wg,https://img.youtube.com/vi/mBQc4Etz9wg/maxresdefault.jpg
1923,Mera Karma Tu,"Manhar Udhas, Mohammed Aziz, Suresh Wadkar",BollywoodPatriotic,Karma,8.2,Neutral,rja5OuQGpAg,https://img.youtube.com/vi/rja5OuQGpAg/maxresdefault.jpg
1924,Jumme Kie Raat Hai (Remix),"Mika Singh, Palak Muchhal",BollywoodDance,Kick,8.8,Happy,dv_Qjzca56k,https://img.youtube.com/vi/dv_Qjzca56k/maxresdefault.jpg
1925,Poore Chand,Shail Hada,BollywoodRomantic,Goliyon Ki Rasleela Ram-leela,9.4,Happy,sbxSqFBvAb8,https://img.youtube.com/vi/sbxSqFBvAb8/maxresdefault.jpg
1926,Janeman Ek Nazar Dekh Le,"Asha Bhosle, Lata Mangeshkar",BollywoodDance,Mere Mehboob,8.3,Happy,mj5WVL_cUZE,https://img.youtube.com/vi/mj5WVL_cUZE/maxresdefault.jpg
1927,O Maa Tujhe Salaam,Jagjit Singh,BollywoodDevotional,Khal Nayak,8.9,Angry,iqzVm8gJa_I,https://img.youtube.com/vi/iqzVm8gJa_I/maxresdefault.jpg
1928,Holi Aayi Re,"Kishore Kumar, Lata Mangeshkar, Mahendra Kapoor",BollywoodDance,Mashaal,8.4,Happy,gdz78BW7pKU,https://img.youtube.com/vi/gdz78BW7pKU/maxresdefault.jpg
1929,Aaja Mahiya,"Alka Yagnik, Udit Narayan",BollywoodDance,Yaadein,9.3,Happy,I-m4cX22UlQ,https://img.youtube.com/vi/I-m4cX22UlQ/maxresdefault.jpg
1930,O Haseena Zulfonwale Jane Jahan,"Asha Bhosle, Mohammed Rafi",BollywoodDance,Teesri Manzil,9.2,Happy,uaTyirMKOBw,https://img.youtube.com/vi/uaTyirMKOBw/maxresdefault.jpg
1931,Mora Gora Ang Laile,Lata Mangeshkar,BollywoodRomantic,Bandini,9.4,Happy,WodhUX8KjXM,https://img.youtube.com/vi/WodhUX8KjXM/maxresdefault.jpg
1932,Rangreza,"Abhijeet Sawant, Pragya Patra",BollywoodRomantic,Rangreza,8.6,Happy,qqA40OTvxbM,https://img.youtube.com/vi/qqA40OTvxbM/maxresdefault.jpg
1933,Sunny Sunny (Remix),"Neha Kakkar, Yo Yo Honey Singh",BollywoodDance,Yaariyan,8.8,Happy,_O_KAUTFzms,https://img.youtube.com/vi/_O_KAUTFzms/maxresdefault.jpg
1934,Koshampa,"Aaman Trikha, Anweshaa, Sanchita Bhattacharya",BollywoodDance,Kaanchi,6.9,Happy,nZCXt6jVfQw,https://img.youtube.com/vi/nZCXt6jVfQw/maxresdefault.jpg
1935,Sweety,"Aishwarya Nigam, Monali Thakur",BollywoodDance,Bobby Jasoos,8.6,Happy,2vD6HJhal3Y,https://img.youtube.com/vi/2vD6HJhal3Y/maxresdefault.jpg
1936,Sheher Mein,"Karthik, Mohit Chuahaan",BollywoodDance,Rockstar,9.3,Happy,Igo8_eK7z9g,https://img.youtube.com/vi/Igo8_eK7z9g/maxresdefault.jpg
1937,Mujhpe Har Haseena,"Alisha Chinai, Kumar Sanu, Sonu Nigam",BollywoodDance,Ishq Vishk,9.2,Happy,aCpALpTA3rI,https://img.youtube.com/vi/aCpALpTA3rI/maxresdefault.jpg
1938,Mitra,"Amitabh Bhattacharya, Salim Merchant",BollywoodSad,Band Baaja Baaraat,9.5,Sad,jpxxP0Juk3k,https://img.youtube.com/vi/jpxxP0Juk3k/maxresdefault.jpg
